,EVENTMSGACTIONTYPE,EVENTMSGTYPE,EVENTNUM,GAME_ID,HOMEDESCRIPTION,NEUTRALDESCRIPTION,PCTIMESTRING,PERIOD,PERSON1TYPE,PERSON2TYPE,PERSON3TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ABBREVIATION,PLAYER1_TEAM_CITY,PLAYER1_TEAM_ID,PLAYER1_TEAM_NICKNAME,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ABBREVIATION,PLAYER2_TEAM_CITY,PLAYER2_TEAM_ID,PLAYER2_TEAM_NICKNAME,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ABBREVIATION,PLAYER3_TEAM_CITY,PLAYER3_TEAM_ID,PLAYER3_TEAM_NICKNAME,SCORE,SCOREMARGIN,VISITORDESCRIPTION,WCTIMESTRING
0,0,12,0,0021600457,,,12:00,1,0.0,0,0,0,,,,,,0,,,,,,0,,,,,,,,,2:39 PM
1,0,10,1,0021600457,Jump Ball Thompson vs. Pachulia: Tip to Green,,12:00,1,4.0,5,5,202684,Tristan Thompson,CLE,Cleveland,1610612739.0,Cavaliers,2585,Zaza Pachulia,GSW,Golden State,1610612744.0,Warriors,203110,Draymond Green,GSW,Golden State,1610612744.0,Warriors,,,,2:39 PM
2,45,5,2,0021600457,,,11:42,1,5.0,0,0,201939,Stephen Curry,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,Curry Out of Bounds - Bad Pass Turnover Turnover (P1.T1),2:39 PM
3,1,5,3,0021600457,James Bad Pass Turnover (P1.T1),,11:22,1,4.0,5,0,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,201142,Kevin Durant,GSW,Golden State,1610612744.0,Warriors,0,,,,,,,,Durant STEAL (1 STL),2:39 PM
4,41,1,4,0021600457,,,11:17,1,5.0,0,0,201142,Kevin Durant,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,2 - 0,-2,Durant 1' Running Layup (2 PTS),2:39 PM
5,42,2,5,0021600457,MISS James 1' Driving Layup,,10:59,1,4.0,0,0,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,2:40 PM
6,0,4,6,0021600457,,,10:58,1,5.0,0,0,2585,Zaza Pachulia,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,Pachulia REBOUND (Off:0 Def:1),2:40 PM
7,1,2,7,0021600457,,,10:51,1,5.0,0,0,202691,Klay Thompson,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,MISS Thompson  3PT Jump Shot,2:40 PM
8,0,4,8,0021600457,Love REBOUND (Off:0 Def:1),,10:50,1,4.0,0,0,201567,Kevin Love,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,2:40 PM
9,1,2,9,0021600457,MISS Love 25' 3PT Jump Shot,,10:42,1,4.0,0,0,201567,Kevin Love,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,2:40 PM
10,0,4,10,0021600457,,,10:42,1,5.0,0,0,2585,Zaza Pachulia,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,Pachulia REBOUND (Off:0 Def:2),2:40 PM
11,1,5,11,0021600457,Love STEAL (1 STL),,10:30,1,5.0,4,0,203110,Draymond Green,GSW,Golden State,1610612744.0,Warriors,201567,Kevin Love,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,,,Green Bad Pass Turnover (P1.T2),2:40 PM
12,41,2,12,0021600457,MISS Irving 1' Running Layup,,10:24,1,4.0,0,0,202681,Kyrie Irving,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,2:40 PM
13,0,4,13,0021600457,CAVALIERS Rebound,,10:24,1,2.0,0,0,1610612739,,,,,,0,,,,,,0,,,,,,,,,2:40 PM
14,2,6,15,0021600457,,,10:08,1,5.0,4,1,203110,Draymond Green,GSW,Golden State,1610612744.0,Warriors,201567,Kevin Love,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,,,Green S.FOUL (P1.T1) (M.Callahan),2:41 PM
15,11,3,16,0021600457,Love Free Throw 1 of 2 (1 PTS),,10:08,1,4.0,0,0,201567,Kevin Love,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,2 - 1,-1,,2:41 PM
16,12,3,18,0021600457,Love Free Throw 2 of 2 (2 PTS),,10:08,1,4.0,0,0,201567,Kevin Love,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,2 - 2,TIE,,2:42 PM
17,42,1,20,0021600457,,,9:57,1,5.0,5,0,202691,Klay Thompson,GSW,Golden State,1610612744.0,Warriors,2585,Zaza Pachulia,GSW,Golden State,1610612744.0,Warriors,0,,,,,,4 - 2,-2,Thompson 2' Driving Layup (2 PTS) (Pachulia 1 AST),2:42 PM
18,3,2,21,0021600457,MISS Thompson 6' Hook Shot,,9:38,1,4.0,0,0,202684,Tristan Thompson,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,2:42 PM
19,0,4,22,0021600457,,,9:38,1,5.0,0,0,2585,Zaza Pachulia,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,Pachulia REBOUND (Off:0 Def:3),2:42 PM
20,1,2,23,0021600457,,,9:31,1,5.0,0,0,202691,Klay Thompson,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,MISS Thompson 27' 3PT Jump Shot,2:42 PM
21,0,4,24,0021600457,Liggins REBOUND (Off:0 Def:1),,9:31,1,4.0,0,0,202732,DeAndre Liggins,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,2:42 PM
22,2,6,25,0021600457,,,9:25,1,5.0,4,1,203110,Draymond Green,GSW,Golden State,1610612744.0,Warriors,202732,DeAndre Liggins,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,,,Green S.FOUL (P2.T2) (M.Boland),2:42 PM
23,11,6,26,0021600457,,,9:25,1,5.0,0,1,203110,Draymond Green,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,Green T.FOUL (P2.T2) (M.Boland),2:43 PM
24,16,3,27,0021600457,Irving Free Throw Technical (1 PTS),,9:25,1,4.0,0,0,202681,Kyrie Irving,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,4 - 3,-1,,2:43 PM
25,11,3,29,0021600457,MISS Liggins Free Throw 1 of 2,,9:25,1,4.0,0,0,202732,DeAndre Liggins,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,2:43 PM
26,1,4,30,0021600457,CAVALIERS Rebound,,9:25,1,2.0,0,0,1610612739,,,,,,0,,,,,,0,,,,,,,,,2:43 PM
27,0,8,31,0021600457,,,9:25,1,5.0,5,0,203110,Draymond Green,GSW,Golden State,1610612744.0,Warriors,1626172,Kevon Looney,GSW,Golden State,1610612744.0,Warriors,0,,,,,,,,SUB: Looney FOR Green,2:44 PM
28,12,3,32,0021600457,MISS Liggins Free Throw 2 of 2,,9:25,1,4.0,0,0,202732,DeAndre Liggins,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,2:44 PM
29,0,4,34,0021600457,,,9:24,1,5.0,0,0,201142,Kevin Durant,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,Durant REBOUND (Off:0 Def:1),2:44 PM
30,2,6,35,0021600457,Thompson S.FOUL (P1.T1) (M.Boland),,9:20,1,4.0,5,1,202684,Tristan Thompson,CLE,Cleveland,1610612739.0,Cavaliers,201142,Kevin Durant,GSW,Golden State,1610612744.0,Warriors,0,,,,,,,,,2:44 PM
31,11,3,36,0021600457,,,9:20,1,5.0,0,0,201142,Kevin Durant,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,5 - 3,-2,Durant Free Throw 1 of 2 (3 PTS),2:44 PM
32,12,3,38,0021600457,,,9:20,1,5.0,0,0,201142,Kevin Durant,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,6 - 3,-3,Durant Free Throw 2 of 2 (4 PTS),2:45 PM
33,1,1,40,0021600457,Love 25' 3PT Jump Shot (5 PTS) (Irving 1 AST),,9:06,1,4.0,4,0,201567,Kevin Love,CLE,Cleveland,1610612739.0,Cavaliers,202681,Kyrie Irving,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,6 - 6,TIE,,2:45 PM
34,2,5,42,0021600457,Irving STEAL (1 STL),,8:45,1,5.0,4,0,2585,Zaza Pachulia,GSW,Golden State,1610612744.0,Warriors,202681,Kyrie Irving,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,,,Pachulia Lost Ball Turnover (P1.T3),2:46 PM
35,41,2,43,0021600457,MISS James 1' Running Layup,,8:37,1,4.0,0,0,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,2:46 PM
36,0,4,44,0021600457,Thompson REBOUND (Off:1 Def:0),,8:37,1,4.0,0,0,202684,Tristan Thompson,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,2:46 PM
37,0,10,45,0021600457,Jump Ball Thompson vs. Thompson: Tip to James,,8:37,1,4.0,5,4,202684,Tristan Thompson,CLE,Cleveland,1610612739.0,Cavaliers,202691,Klay Thompson,GSW,Golden State,1610612744.0,Warriors,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,,,,2:46 PM
38,45,5,46,0021600457,James Out of Bounds - Bad Pass Turnover Turnover (P2.T2),,8:33,1,4.0,0,0,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,2:47 PM
39,1,2,48,0021600457,,,8:10,1,5.0,0,0,201142,Kevin Durant,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,MISS Durant 27' 3PT Jump Shot,2:47 PM
40,0,4,49,0021600457,James REBOUND (Off:0 Def:1),,8:09,1,4.0,0,0,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,2:47 PM
41,42,2,50,0021600457,MISS Love 2' Driving Layup,,7:59,1,4.0,0,0,201567,Kevin Love,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,2:47 PM
42,0,4,51,0021600457,,,7:58,1,5.0,0,0,201142,Kevin Durant,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,Durant REBOUND (Off:0 Def:2),2:47 PM
43,5,1,52,0021600457,,,7:49,1,5.0,5,0,2585,Zaza Pachulia,GSW,Golden State,1610612744.0,Warriors,201142,Kevin Durant,GSW,Golden State,1610612744.0,Warriors,0,,,,,,8 - 6,-2,Pachulia 1' Layup (2 PTS) (Durant 1 AST),2:48 PM
44,1,2,53,0021600457,MISS Love 26' 3PT Jump Shot,,7:35,1,4.0,0,0,201567,Kevin Love,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,2:48 PM
45,0,4,54,0021600457,CAVALIERS Rebound,,7:34,1,2.0,0,0,1610612739,,,,,,0,,,,,,0,,,,,,,,,2:48 PM
46,3,6,55,0021600457,,,7:34,1,5.0,4,1,2585,Zaza Pachulia,GSW,Golden State,1610612744.0,Warriors,202684,Tristan Thompson,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,,,Pachulia L.B.FOUL (P1.T3) (S.Corbin),2:48 PM
47,0,8,56,0021600457,,,7:34,1,5.0,5,0,2585,Zaza Pachulia,GSW,Golden State,1610612744.0,Warriors,201580,JaVale McGee,GSW,Golden State,1610612744.0,Warriors,0,,,,,,,,SUB: McGee FOR Pachulia,2:48 PM
48,58,2,57,0021600457,MISS Love 3' Turnaround Hook Shot,,7:23,1,4.0,0,0,201567,Kevin Love,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,2:48 PM
49,0,4,58,0021600457,,,7:21,1,5.0,0,0,202691,Klay Thompson,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,Thompson REBOUND (Off:0 Def:1),2:48 PM
50,1,5,59,0021600457,Liggins STEAL (1 STL),,7:16,1,5.0,4,0,202691,Klay Thompson,GSW,Golden State,1610612744.0,Warriors,202732,DeAndre Liggins,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,,,Thompson Bad Pass Turnover (P1.T4),2:49 PM
51,79,1,60,0021600457,Irving 14' Pullup Jump Shot (3 PTS),,7:05,1,4.0,0,0,202681,Kyrie Irving,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,8 - 8,TIE,,2:49 PM
52,1,9,61,0021600457,,,6:55,1,3.0,0,0,1610612744,,,,,,0,,,,,,0,,,,,,,,Warriors Timeout: Regular (Reg.1 Short 0),2:49 PM
53,1,2,65,0021600457,,,6:44,1,5.0,0,0,201142,Kevin Durant,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,MISS Durant 25' 3PT Jump Shot,2:52 PM
54,0,4,66,0021600457,Liggins REBOUND (Off:0 Def:2),,6:43,1,4.0,0,0,202732,DeAndre Liggins,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,2:52 PM
55,1,6,67,0021600457,,,6:41,1,5.0,4,1,1626172,Kevon Looney,GSW,Golden State,1610612744.0,Warriors,202732,DeAndre Liggins,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,,,Looney P.FOUL (P1.T4) (S.Corbin),2:52 PM
56,82,1,68,0021600457,Irving 14' Driving Bank Shot (5 PTS) (Love 1 AST),,6:26,1,4.0,4,0,202681,Kyrie Irving,CLE,Cleveland,1610612739.0,Cavaliers,201567,Kevin Love,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,8 - 10,2,,2:53 PM
57,1,2,69,0021600457,,,6:02,1,5.0,0,0,202691,Klay Thompson,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,MISS Thompson  3PT Jump Shot,2:53 PM
58,0,4,71,0021600457,,,5:59,1,5.0,0,0,201580,JaVale McGee,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,McGee REBOUND (Off:1 Def:0),2:53 PM
59,107,1,70,0021600457,,,5:59,1,5.0,0,0,201580,JaVale McGee,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,10 - 10,TIE,McGee  Tip Dunk Shot (2 PTS),2:53 PM
60,1,2,72,0021600457,MISS Liggins 5' Jump Shot,,5:41,1,4.0,0,0,202732,DeAndre Liggins,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,2:53 PM
61,0,4,73,0021600457,,,5:41,1,5.0,0,0,201580,JaVale McGee,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,McGee REBOUND (Off:1 Def:1),2:53 PM
62,2,6,74,0021600457,Liggins S.FOUL (P1.T2) (S.Corbin),,5:31,1,4.0,5,1,202732,DeAndre Liggins,CLE,Cleveland,1610612739.0,Cavaliers,201142,Kevin Durant,GSW,Golden State,1610612744.0,Warriors,0,,,,,,,,,2:54 PM
63,11,3,75,0021600457,,,5:31,1,5.0,0,0,201142,Kevin Durant,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,11 - 10,-1,Durant Free Throw 1 of 2 (5 PTS),2:54 PM
64,0,8,77,0021600457,SUB: Shumpert FOR Liggins,,5:31,1,4.0,4,0,202732,DeAndre Liggins,CLE,Cleveland,1610612739.0,Cavaliers,202697,Iman Shumpert,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,,,,2:54 PM
65,12,3,78,0021600457,,,5:31,1,5.0,0,0,201142,Kevin Durant,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,12 - 10,-2,Durant Free Throw 2 of 2 (6 PTS),2:54 PM
66,1,2,80,0021600457,MISS Shumpert  3PT Jump Shot,,5:13,1,4.0,0,0,202697,Iman Shumpert,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,2:55 PM
67,0,4,81,0021600457,,,5:13,1,5.0,0,0,1626172,Kevon Looney,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,Looney REBOUND (Off:0 Def:1),2:55 PM
68,1,5,82,0021600457,James STEAL (1 STL),,5:04,1,5.0,4,0,202691,Klay Thompson,GSW,Golden State,1610612744.0,Warriors,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,,,Thompson Bad Pass Turnover (P2.T5),2:55 PM
69,41,1,83,0021600457,James 2' Running Layup (2 PTS),,4:59,1,4.0,0,0,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,12 - 12,TIE,,2:55 PM
70,49,1,84,0021600457,,,4:52,1,5.0,0,0,201142,Kevin Durant,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,14 - 12,-2,Durant  Driving Dunk (8 PTS),2:55 PM
71,50,1,85,0021600457,James  Running Dunk (4 PTS) (Love 2 AST),,4:46,1,4.0,4,0,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,201567,Kevin Love,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,14 - 14,TIE,,2:55 PM
72,79,2,86,0021600457,,,4:36,1,5.0,0,0,201939,Stephen Curry,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,MISS Curry 25' 3PT Pullup Jump Shot,2:55 PM
73,0,4,87,0021600457,Irving REBOUND (Off:0 Def:1),,4:36,1,4.0,0,0,202681,Kyrie Irving,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,2:55 PM
74,45,2,88,0021600457,MISS Shumpert 15' Jump Shot,,4:27,1,4.0,0,0,202697,Iman Shumpert,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,2:55 PM
75,0,4,89,0021600457,CAVALIERS Rebound,,4:27,1,2.0,0,0,1610612739,,,,,,0,,,,,,0,,,,,,,,,2:56 PM
76,1,2,91,0021600457,MISS Irving 15' Jump Shot,,4:16,1,4.0,0,0,202681,Kyrie Irving,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,2:56 PM
77,0,4,92,0021600457,,,4:15,1,5.0,0,0,201142,Kevin Durant,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,Durant REBOUND (Off:0 Def:3),2:56 PM
78,29,6,93,0021600457,Love Shooting Block Foul (P1.T3) (M.Boland),,3:58,1,4.0,5,1,201567,Kevin Love,CLE,Cleveland,1610612739.0,Cavaliers,201142,Kevin Durant,GSW,Golden State,1610612744.0,Warriors,0,,,,,,,,,2:56 PM
79,11,3,94,0021600457,,,3:58,1,5.0,0,0,201142,Kevin Durant,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,15 - 14,-1,Durant Free Throw 1 of 2 (9 PTS),2:57 PM
80,0,8,96,0021600457,,,3:58,1,5.0,5,0,1626172,Kevon Looney,GSW,Golden State,1610612744.0,Warriors,2738,Andre Iguodala,GSW,Golden State,1610612744.0,Warriors,0,,,,,,,,SUB: Iguodala FOR Looney,2:57 PM
81,12,3,97,0021600457,,,3:58,1,5.0,0,0,201142,Kevin Durant,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,16 - 14,-2,Durant Free Throw 2 of 2 (10 PTS),2:57 PM
82,1,2,99,0021600457,MISS James 25' 3PT Jump Shot,,3:47,1,4.0,0,0,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,2:58 PM
83,0,4,100,0021600457,,,3:46,1,5.0,0,0,201142,Kevin Durant,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,Durant REBOUND (Off:0 Def:4),2:58 PM
84,82,1,101,0021600457,,,3:38,1,5.0,0,0,201142,Kevin Durant,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,18 - 14,-4,Durant 10' Driving Bank Shot (12 PTS),2:58 PM
85,79,2,102,0021600457,MISS Shumpert 9' Pullup Jump Shot,,3:20,1,4.0,0,0,202697,Iman Shumpert,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,2:58 PM
86,0,4,103,0021600457,,,3:19,1,3.0,0,0,1610612744,,,,,,0,,,,,,0,,,,,,,,Warriors Rebound,2:58 PM
87,2,9,104,0021600457,,,3:19,1,3.0,0,0,1610612744,,,,,,0,,,,,,0,,,,,,,,Warriors Timeout: Short (Reg.1 Short 1),2:58 PM
88,0,8,106,0021600457,,,3:19,1,5.0,5,0,202691,Klay Thompson,GSW,Golden State,1610612744.0,Warriors,203546,Ian Clark,GSW,Golden State,1610612744.0,Warriors,0,,,,,,,,SUB: Clark FOR Thompson,2:59 PM
89,0,8,107,0021600457,SUB: Jefferson FOR Thompson,,3:19,1,4.0,4,0,202684,Tristan Thompson,CLE,Cleveland,1610612739.0,Cavaliers,2210,Richard Jefferson,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,,,,2:59 PM
90,0,8,108,0021600457,SUB: Frye FOR Irving,,3:19,1,4.0,4,0,202681,Kyrie Irving,CLE,Cleveland,1610612739.0,Cavaliers,101112,Channing Frye,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,,,,2:59 PM
91,79,2,109,0021600457,,,2:59,1,5.0,0,0,203546,Ian Clark,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,MISS Clark 18' Pullup Jump Shot,3:00 PM
92,0,4,110,0021600457,Love REBOUND (Off:0 Def:2),,2:58,1,4.0,0,0,201567,Kevin Love,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,3:00 PM
93,1,9,112,0021600457,CAVALIERS Timeout: Regular (Full 1 Short 0),,2:47,1,2.0,0,0,1610612739,,,,,,0,,,,,,0,,,,,,,,,3:00 PM
94,0,8,115,0021600457,,,2:47,1,5.0,5,0,201580,JaVale McGee,GSW,Golden State,1610612744.0,Warriors,2561,David West,GSW,Golden State,1610612744.0,Warriors,0,,,,,,,,SUB: West FOR McGee,3:03 PM
95,45,5,116,0021600457,Frye Out of Bounds - Bad Pass Turnover Turnover (P1.T3),,2:41,1,4.0,0,0,101112,Channing Frye,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,3:03 PM
96,2,6,117,0021600457,Frye S.FOUL (P1.T4) (S.Corbin),,2:30,1,4.0,5,1,101112,Channing Frye,CLE,Cleveland,1610612739.0,Cavaliers,2561,David West,GSW,Golden State,1610612744.0,Warriors,0,,,,,,,,,3:04 PM
97,11,3,118,0021600457,,,2:30,1,5.0,0,0,2561,David West,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,19 - 14,-5,West Free Throw 1 of 2 (1 PTS),3:04 PM
98,12,3,120,0021600457,,,2:30,1,5.0,0,0,2561,David West,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,20 - 14,-6,West Free Throw 2 of 2 (2 PTS),3:04 PM
99,42,1,122,0021600457,James 1' Driving Layup (6 PTS),,2:19,1,4.0,0,0,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,20 - 16,-4,,3:04 PM
100,1,2,123,0021600457,,,2:07,1,5.0,0,0,201939,Stephen Curry,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,MISS Curry 26' 3PT Jump Shot,3:05 PM
101,0,4,124,0021600457,CAVALIERS Rebound,,2:07,1,2.0,0,0,1610612739,,,,,,0,,,,,,0,,,,,,,,,3:05 PM
102,42,2,125,0021600457,MISS Shumpert 1' Driving Layup,,1:51,1,4.0,0,0,202697,Iman Shumpert,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,3:05 PM
103,0,4,126,0021600457,Shumpert REBOUND (Off:1 Def:0),,1:49,1,4.0,0,0,202697,Iman Shumpert,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,3:05 PM
104,1,2,127,0021600457,MISS Frye 25' 3PT Jump Shot,,1:47,1,4.0,0,0,101112,Channing Frye,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,3:05 PM
105,0,4,128,0021600457,Love REBOUND (Off:1 Def:2),,1:47,1,4.0,0,0,201567,Kevin Love,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,3:05 PM
106,72,1,129,0021600457,Love 2' Putback Layup (7 PTS),,1:45,1,4.0,0,0,201567,Kevin Love,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,20 - 18,-2,,3:05 PM
107,2,6,130,0021600457,James S.FOUL (P1.PN) (S.Corbin),,1:18,1,4.0,5,1,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,201939,Stephen Curry,GSW,Golden State,1610612744.0,Warriors,0,,,,,,,,,3:06 PM
108,11,3,131,0021600457,,,1:18,1,5.0,0,0,201939,Stephen Curry,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,21 - 18,-3,Curry Free Throw 1 of 2 (1 PTS),3:06 PM
109,12,3,133,0021600457,,,1:18,1,5.0,0,0,201939,Stephen Curry,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,22 - 18,-4,Curry Free Throw 2 of 2 (2 PTS),3:06 PM
110,2,6,135,0021600457,,,1:09,1,5.0,4,1,201939,Stephen Curry,GSW,Golden State,1610612744.0,Warriors,2210,Richard Jefferson,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,,,Curry S.FOUL (P1.PN) (M.Callahan),3:07 PM
111,11,3,136,0021600457,Jefferson Free Throw 1 of 2 (1 PTS),,1:09,1,4.0,0,0,2210,Richard Jefferson,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,22 - 19,-3,,3:07 PM
112,0,8,138,0021600457,,,1:09,1,5.0,5,0,201939,Stephen Curry,GSW,Golden State,1610612744.0,Warriors,202691,Klay Thompson,GSW,Golden State,1610612744.0,Warriors,0,,,,,,,,SUB: Thompson FOR Curry,3:07 PM
113,0,8,139,0021600457,SUB: Irving FOR James,,1:09,1,4.0,4,0,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,202681,Kyrie Irving,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,,,,3:07 PM
114,12,3,140,0021600457,Jefferson Free Throw 2 of 2 (2 PTS),,1:09,1,4.0,0,0,2210,Richard Jefferson,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,22 - 20,-2,,3:07 PM
115,98,1,142,0021600457,,,0:56,1,5.0,5,0,203546,Ian Clark,GSW,Golden State,1610612744.0,Warriors,2561,David West,GSW,Golden State,1610612744.0,Warriors,0,,,,,,24 - 20,-4,Clark 2' Cutting Layup Shot (2 PTS) (West 1 AST),3:08 PM
116,1,1,144,0021600457,Frye 24' 3PT Jump Shot (3 PTS) (Irving 2 AST),,0:43,1,4.0,4,0,101112,Channing Frye,CLE,Cleveland,1610612739.0,Cavaliers,202681,Kyrie Irving,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,24 - 23,-1,,3:08 PM
117,1,6,145,0021600457,Shumpert P.FOUL (P1.PN) (M.Callahan),,0:31,1,4.0,5,1,202697,Iman Shumpert,CLE,Cleveland,1610612739.0,Cavaliers,202691,Klay Thompson,GSW,Golden State,1610612744.0,Warriors,0,,,,,,,,,3:08 PM
