,EVENTMSGACTIONTYPE,EVENTMSGTYPE,EVENTNUM,GAME_ID,HOMEDESCRIPTION,NEUTRALDESCRIPTION,PCTIMESTRING,PERIOD,PERSON1TYPE,PERSON2TYPE,PERSON3TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ABBREVIATION,PLAYER1_TEAM_CITY,PLAYER1_TEAM_ID,PLAYER1_TEAM_NICKNAME,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ABBREVIATION,PLAYER2_TEAM_CITY,PLAYER2_TEAM_ID,PLAYER2_TEAM_NICKNAME,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ABBREVIATION,PLAYER3_TEAM_CITY,PLAYER3_TEAM_ID,PLAYER3_TEAM_NICKNAME,SCORE,SCOREMARGIN,VISITORDESCRIPTION,WCTIMESTRING
466,1,2,570,0021600457,,,1:55,4,5.0,0,0,201142,Kevin Durant,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,MISS Durant 20' Jump Shot,5:05 PM
467,0,4,571,0021600457,Shumpert REBOUND (Off:3 Def:2),,1:54,4,4.0,0,0,202697,Iman Shumpert,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,5:05 PM
468,108,1,572,0021600457,James  Cutting Dunk Shot (31 PTS),,1:43,4,4.0,0,0,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,103 - 105,2,,5:05 PM
469,2,6,573,0021600457,,,1:43,4,5.0,4,1,203110,Draymond Green,GSW,Golden State,1610612744.0,Warriors,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,,,Green S.FOUL (P5.T4) (S.Corbin),5:05 PM
470,1,9,574,0021600457,,,1:43,4,3.0,0,0,1610612744,,,,,,0,,,,,,0,,,,,,,,Warriors Timeout: Regular (Reg.5 Short 1),5:06 PM
471,10,3,578,0021600457,MISS James Free Throw 1 of 1,,1:43,4,4.0,0,0,2544,LeBron James,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,5:07 PM
472,0,4,580,0021600457,,,1:43,4,5.0,0,0,201142,Kevin Durant,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,Durant REBOUND (Off:0 Def:14),5:08 PM
473,108,1,581,0021600457,,,1:31,4,5.0,5,0,203110,Draymond Green,GSW,Golden State,1610612744.0,Warriors,202691,Klay Thompson,GSW,Golden State,1610612744.0,Warriors,0,,,,,,105 - 105,TIE,Green  Cutting Dunk Shot (16 PTS) (Thompson 1 AST),5:08 PM
474,44,2,582,0021600457,MISS Irving 2' Reverse Layup,,1:19,4,4.0,0,5,202681,Kyrie Irving,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,202691,Klay Thompson,GSW,Golden State,1610612744.0,Warriors,,,Thompson BLOCK (1 BLK),5:08 PM
475,0,4,583,0021600457,,,1:15,4,5.0,0,0,201142,Kevin Durant,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,Durant REBOUND (Off:0 Def:15),5:08 PM
476,1,1,584,0021600457,,,1:14,4,5.0,5,0,201939,Stephen Curry,GSW,Golden State,1610612744.0,Warriors,201142,Kevin Durant,GSW,Golden State,1610612744.0,Warriors,0,,,,,,108 - 105,-3,Curry 26' 3PT Jump Shot (15 PTS) (Durant 3 AST),5:08 PM
477,2,9,585,0021600457,CAVALIERS Timeout: Short (Full 6 Short 2),,1:14,4,2.0,0,0,1610612739,,,,,,0,,,,,,0,,,,,,,,,5:08 PM
478,1,2,589,0021600457,MISS Jefferson 29' 3PT Jump Shot,,0:46,4,4.0,0,0,2210,Richard Jefferson,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,,,,5:10 PM
479,0,4,590,0021600457,,,0:46,4,5.0,0,0,2738,Andre Iguodala,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,Iguodala REBOUND (Off:1 Def:3),5:10 PM
480,1,5,591,0021600457,Irving STEAL (7 STL),,0:42,4,5.0,4,0,2738,Andre Iguodala,GSW,Golden State,1610612744.0,Warriors,202681,Kyrie Irving,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,,,Iguodala Bad Pass Turnover (P2.T19),5:10 PM
481,42,1,592,0021600457,Irving 2' Driving Layup (23 PTS),,0:37,4,4.0,0,0,202681,Kyrie Irving,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,108 - 107,-1,,5:10 PM
482,11,5,593,0021600457,,,0:13,4,3.0,0,1,1610612744,,,,,,0,,,,,,0,,,,,,,,Warriors Turnover: Shot Clock (T#20),5:11 PM
483,0,18,594,0021600457,,,0:13,4,,0,1,593,,,,,,0,,,,,,0,,,,,,,,,5:11 PM
484,0,18,595,0021600457,,,0:13,4,0.0,0,1,0,,,,,,0,,,,,,0,,,,,,108 - 107,-1,,5:12 PM
485,0,8,597,0021600457,,,0:13,4,5.0,5,0,201939,Stephen Curry,GSW,Golden State,1610612744.0,Warriors,2733,Shaun Livingston,GSW,Golden State,1610612744.0,Warriors,0,,,,,,,,SUB: Livingston FOR Curry,5:12 PM
486,86,1,598,0021600457,Irving 13' Turnaround Fadeaway (25 PTS),,0:03,4,4.0,0,0,202681,Kyrie Irving,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,0,,,,,,108 - 109,1,,5:12 PM
487,2,9,599,0021600457,,,0:03,4,3.0,0,0,1610612744,,,,,,0,,,,,,0,,,,,,,,Warriors Timeout: Short (Reg.5 Short 2),5:13 PM
488,0,8,601,0021600457,,,0:03,4,5.0,5,0,2733,Shaun Livingston,GSW,Golden State,1610612744.0,Warriors,201939,Stephen Curry,GSW,Golden State,1610612744.0,Warriors,0,,,,,,,,SUB: Curry FOR Livingston,5:13 PM
489,0,8,602,0021600457,SUB: Liggins FOR Love,,0:03,4,4.0,4,0,201567,Kevin Love,CLE,Cleveland,1610612739.0,Cavaliers,202732,DeAndre Liggins,CLE,Cleveland,1610612739.0,Cavaliers,0,,,,,,,,,5:14 PM
490,1,2,605,0021600457,,,0:00,4,5.0,0,0,201142,Kevin Durant,GSW,Golden State,1610612744.0,Warriors,0,,,,,,0,,,,,,,,MISS Durant 34' 3PT Jump Shot,5:14 PM
491,0,4,606,0021600457,,,0:00,4,3.0,0,0,1610612744,,,,,,0,,,,,,0,,,,,,,,Warriors Rebound,5:14 PM
492,0,13,607,0021600457,,,0:00,4,0.0,0,0,0,,,,,,0,,,,,,0,,,,,,108 - 109,1,,5:15 PM
